ID ,"How many minutes did you sleep LAST NIGHT - i.e., the night before you took the cognitive tests? ",What was your MEAN number of times you awoke during the night?,What was the STANDARD DEVIATION of the number of times you awoke during the night?,What was your MEAN total minutes of sleep DURING THE NIGHT?,What was the STANDARD DEVIATION of your total minutes of sleep DURING THE NIGHT?,What was your MEAN restfulness rank?,What was the STANDARD DEVIATION of your restfulness rank?,What was your MEAN total MINUTES of active exercise over past 24 hours?,What was the STANDARD DEVIATION of the total MINUTES of active exercise over past 24 hours?,What was your MEAN stress level over the last 24 hours?,What was the STANDARD DEVIATION of your stress level over the last 24 hours?,What was your MEAN amount of caffeine (mg) you ingested in the past 24 hours?,What was the STANDARD DEVIATION of the amount of caffeine (mg) you ingested in the past 24 hours?,How many nights did you take something to help you sleep last week ,What was your mean RT?,What was your median RT?,What was your max RT?,What was your min RT?,What was your mean RT500?,What was your median RT500?,What was your max RT500??,What was your min RT500?,What was your number of lapses (column X)?,What was your mean lapse RT?,What was your cumulative lapse RT ?,What was your count of false starts ?,What was your false start RT?,"Memory Test: What was the total time it took you to complete the first test, in SECONDS? Do NOT record this in minutes and seconds.",Memory test: How many errors did you have on your first test?,"Memory Test: What was the total time it took you to complete the second test, in SECONDS? Do NOT record this in minutes and seconds.",Memory test: How many errors did you have on your second test?,"How rested do you feel right now, on a scale of 1-10, where 1=not rested at all and 10=very well rested? Please note, if you are filling out this survey AFTER your lab has ended, try to answer this based on how rested you felt DURING lab.",What was your MEAN total minutes of sleep DURING THE NIGHT?,Memory Test 1: Herustic score,Memory Test 2: Herustic score
502,460,0.643,0.819,480.7,70.08,4.425,2.2,27.5,18.865,5.1445,2.205,42.475,28.035,1.5,425.24,351.25,2126.5,294.5,359.09,347.5,487,294.5,6.5,NA,NA,0,0,145.5,0.5,139,0,4,479.275,148,139
503,415,2.715,1.36,477.64,44.895,5.43,0.96,79.285,27.965,6.36,1.02,130.95,62.505,0,354.265,333.25,788,272,342.45,331.75,486,272,3,161.625,516,0,0,124,0,111,0,5.5,477.64,124,111
504,380,1.0715,1.253,473.143,57.1945,5,2.369,46.786,19.973,5.4285,2.122,0,0,0,404.0384922,387.5,634,305.5,387.2515052,380.75,493.5,305.5,8.5,60.95,55782.5,2,1.7645,141.5,0,128,0,2.5,473.143,141.5,128
505,465,0.5715,0.694,503.9285,88.7745,7.2855,1.273,20.7145,25.9465,5.857,1.841,84,96.445,6.5,525.0682138,381,2280.5,205,356.5345342,356.25,483,205,18.5,463.4407408,10707.5,5,6.235349273,172,0,129.5,0,6.5,497.1425,172,129.5
506,392.5,0.0715,0.189,496.0715,50.062,6.357,1.627,21.4285,30.674,6.4285,1.422,257.857,118.366,0,360.6030702,350,688.5,284.5,352.4041667,349,489,284.5,2.5,108.625,326.5,0.5,0.657894737,139.24,0,131.6,0,5,454.643,139.24,131.6
507,315,0.6425,0.824,450,68.172,7.5,1.7775,45.714,47.2455,6.4285,1.3025,61.4285,100.151,0,329.7449187,312,711,253,321.2399692,310.25,494.5,253,2.5,119.1666667,258,0.5,0.609756098,122,0,121.5,0,6.5,422.1425,122,121.5
508,462.5,0.143,0.378,471.786,60.9765,6.2145,1.6115,23.631,14.055,4.5715,1.7585,0,0,0,373.6740897,366.5,525.5,292,370.7492698,365.5,484.5,292,1.5,22.25,42.5,0.5,0.617283951,134.5,0,131,0,4.5,466.0715,134.5,131
509,450,1.6425,0.866,518.9285,59.778,5.4285,2.174,25.714,16.0205,6.5715,2.257,55.0715,34.321,3,420.9728741,407.75,785.5,314.5,401.3672167,398.75,495.5,314.5,9,80.12500167,758,0,0,140.5,1,131,0.5,3.5,481.4285,145.5,133.5
510,465,0.429,0.535,499.6425,34.034,8.143,1.688,166.9285,49.7715,2.857,0.8895,78.9285,28.1425,0,339.64,334.5,549.5,289,337.50175,333.75,427.5,289,157,NA,NA,0.5,0.665,127.775,0,114.85,0,6,499.6425,127.775,114.85
511,412.5,0.429,0.787,503.7855,70.8585,4.5,1.774,37.5,23.3725,6.286,1.991,180.714,160.3195,7,413.65825,404,790.5,317,401.0947,402.5,485.5,317,5,98.625,495.5,1,1.265823,159,0,134.4,0,4.5,490.9285,159,134.4
512,390,0.857,0.786,478.9285,134.2665,6.143,2.5415,30.357,10.5005,7.0715,0.95,585,123.692,0,375.9192,360,932,308,363.50095,358.5,484,308,2.5,321.125,666.5,1,1.190476,147.5,0,138,0,6,478.9285,147.5,138
513,445,2.4285,2.07,494.2855,53.0235,6.5715,1.834,87.143,18.815,5.7855,1.6605,0,0,0,331.2676415,323.5,573,279,328.3486882,323.25,468.5,279,1,73,73,0,0,134,0,118,0,5.5,489.2855,134,118
514,420,2.786,1.3045,492.8575,81.6835,7.0355,0.871,70.357,42.0595,5.4285,0.866,74.714,87.2445,1.5,380.9906901,354,890,296.5,361.1969058,350.75,487.5,296.5,4.5,235.9,974.5,0.5,0.602409639,110,0,104.5,0,7,492.8575,110,104.5
515,360,0.3575,0.5115,439.2855,43.615,7.9285,0.8205,47.143,16.036,9.214,0.8535,57.143,88.135,0,466.9347561,457.25,868,332.5,415.8185008,410,496,332.5,25,82.12801933,2040.5,0,0,122,0,119.5,0,6.5,426.4285,122,119.5
516,330,0.143,0.378,456.4285,74.7105,5.786,1.2775,51.4285,34.715,5.2145,1.136,440,37.081,0,356.32865,346.75,522.5,288.5,353.12635,346.5,468,288.5,1.5,18.25,35.5,0,0,135.115,0,113.97,0,4,456.4285,135.115,113.97
517,357.5,0.7145,0.8815,428.5,96.9695,7.2145,1.2245,82.5,29.032,5,1.456,121.4285,132.5595,0,415.5647,384.5,894.5,285,385.79195,377.25,489,285,10,110.8,1442,0.5,0.6329115,163,0,138.5,0,5.5,424.143,163,138.5
518,510,0.7145,0.976,559,59,7.857,0.953,43.5,40,7.3545,0.8235,270,102.47,5,196.253,191.857,401.5,151,326,189,250.5,148.5,3,NA,NA,4,2.15,155.03,0,141.5,0,5,507.5,155.03,141.5
519,517.5,0.357,0.4565,507.5,49.8735,6.5,1.28,2.143,5.6695,4,0.661,347.143,114.9985,0.5,433.62085,398.5,2112,284.5,386.4649,384,494,284.5,12,206.36013,2360.5,1,1.2820515,132,0,118,0.5,6.5,507.5,132,120.5
520,570,0.143,0.244,473.214,123.076,5.857,2.3345,13.214,14.988,5.2145,2.1665,61.4285,104.987,0,404.3375,382,768,299,383.5342233,376,484,299,7,121.2857072,849,5,6.25,164.5,0,160.5,0,8,459.6425,164.5,160.5
521,480,0.2855,0.567,467.143,96.8765,3.286,1.9095,42.143,19.357,6.2145,1.4,51.4285,34.7115,0,429.0215,392.25,1228,214.5,375.8345,379,498.5,214.5,12,219.947,2820.5,2,2.4705,155,0,139.5,0,3,467.143,155,139.5
522,352.5,0,0,428.5715,89.308,5.7145,2.2295,80.357,57.7485,4.714,2.174,4.2855,11.339,0,343.2107,323,1007.5,258.5,330.689,320.75,474.5,258.5,2.5,250.75,563.5,4,5.222547,121.08,0,120.835,0,4,428.5715,121.08,120.835
523,405,1.0715,0.9015,482.143,78.925,6.5,1.2525,32.5,18.994,5.143,1.309,6.4285,2.44,1.5,371.83115,367,767.5,262.5,402.31335,464,468.5,263.5,2.5,195.25,283,2,2.5225,79.88,0,69.045,0,5,471.4285,79.88,69.045
524,240,0.7855,1.0745,370,100.6025,5.7855,1.4545,58.2145,10.1315,5.143,1.785,137.8575,89.8745,0,386.79725,374,646,315,375.8293,373.5,465,315,4.5,69.33315,382.5,0,0,129,0,117,0,4.5,368.9285,129,117
525,532.5,1.0715,1.14,544.286,157.662,5,2.041,45.3575,21.7665,7.0715,1.939,24.107,36.528,0,480.4883192,429.75,951,293.5,382.3913209,381,483.5,293.5,28.5,157.7972223,5229.5,0.5,0.602409639,185,0,182,0,4,510,185,182
526,450,1.0715,0.75,470.7165,61.823,5.358,1.437,51.0705,26.0695,4.9265,2.088,115.7145,33.594,0,510.0944937,373.5,5258.5,292.5,368.6118644,368.25,480,292.5,10.5,537.9,10045.5,1,1.235,133,0,122,0,4.5,469.2865,133,122
527,382.5,0.429,0.9605,434.286,78.141,6.143,1.275,52.857,21.381,7.2855,0.682,195.7145,111.309,0,380.8578,376,612.5,299.5,375.30555,375,487.5,299.5,2.5,60.75,140.5,2,2.469568,140.5,0,132.5,0,4,430,140.5,132.5
528,535,0.143,0.378,490.357,53.539,6.7145,1.964,39.286,19.2075,4.4285,2.625,153.714,77.4715,0,313.7479,299.5,684,257,307.1522,299.25,446.5,257,1.5,120.25,238.5,0.5,0.625,131,0,127,0,4.5,456.0715,131,127
529,400,2,0.795,451.0715,43.0645,5.143,1.488,23.3335,19.815,6.4285,0.9015,81.755,90.0635,0,328.305,311,640,271,320.41,310.75,479.5,271,2,101,277,3,3.75,139.5,0,119,0,4.5,450.7145,139.5,119
530,457.5,0.714,0.8435,453.786,34.956,7.7855,0.896,16.4285,21.5455,7.357,1.142,90.357,42.195,2.5,307.8078948,300.25,459,260.5,306.5,300.25,418.5,260.5,0.5,NA,NA,3,3.782894737,150.5,0,125.65,0,6,438.7855,150.5,125.65
531,381,1.4285,0.723,462.7145,77.4645,5.714,1.317,35.357,14.0675,5.5,1.375,0,0,0,397.25545,359.25,983,261.5,344.58045,341.5,476.5,261.5,11,NA,NA,4.5,5.524425,134,0,126,0,4,451.2845,134,126
532,580,1.0715,0.8205,515.7145,60.5605,7.1665,0.816,67.1425,77.2595,2.7145,1.2245,89.357,41.0255,3.5,421.76865,400.5,752.5,314.5,402.7543,393,498.5,314.5,9,76.323075,697,1.5,1.891806,188.5,1,228,0,7.5,515.7145,193.5,228
533,360,0.5,1.005,429.286,130.695,4.5715,1.9555,65.298,42.847,6.2785,1.916,47.857,89.5075,2.5,408.1285,379,1442.5,301.5,379.1975,370.25,481,301.5,7,212.705,1515.995,2.5,3.085,55.255,0,52.745,0,5.5,407.145,55.255,52.745
534,540.5,0.143,0.244,483.3575,52.808,4.2145,1.5715,0,0,5.143,1.1255,64.2855,60.134,0,489.28675,442.75,1441.5,335,407.54995,408,494.5,335,25,158.5137,4003,5,6.02834,138,0,131,0,3,483.3575,138,131
535,511,0.8785,0.9,490.707,24.077,6.2865,0.72,43.593,20.631,5.2145,1.0845,68.5715,40.256,0,390.9216,382.5,716,293,378.6012,377,483,293,5,95.8,479,1,1.138,163.5,0,144.5,0,5.5,490.714,163.5,144.5
536,392.5,0,0,400,31.5145,6.214,0.938,128.2145,12.7665,7.2855,0.723,211.4285,16.635,10.9655,448.455,332,4940.5,267.5,333.7,328.75,447.5,267.5,3.235,1205.785,8308.5,1.5,1.93,134.5,0,124,0,5.5,400,134.5,124
537,510,0.9285,0.6455,599.643,133.6425,6.7855,2.4125,187.143,87.3345,8.7145,2.17,345.5715,155.6975,0.5,468.24,447,871,305.5,409.025,412.5,496,305.5,28.5,83.645,2423.9995,2,2.44,241.135,0,198.1,1,3.5,519.6445,241.135,203.1
538,320.5,0.571,0.661,381.2145,82.963,5.3215,1.3395,32.1425,27.2415,6.393,1.8665,1.6425,4.347,0,369.1135,337.5,1161,273,340.12025,333,479.5,273,3.5,355.55,1663,2.5,3.208252,106,0,102.5,0,4.5,378.714,106,102.5
539,517.5,1.0715,0.7385,505,31.4085,6.8575,1.1235,67.143,32.9325,5.6425,1.236,0,0,0,297.38325,288,500.5,251,296.13345,288,493.5,251,0.5,NA,NA,2,2.4039785,121,0,125,0,7.5,505,121,125
540,117.5715,0.929,2.1575,1.5715,2.9975,6.5715,1.8635,77.1425,54.722,6.857,1.2395,0,0,0,361.3109757,340.5,803.5,284.5,349.7113762,337.25,488.5,284.5,3.5,119.0416667,425.5,0.5,0.609756098,1929,0,1636.5,0,7,244.286,1929,1636.5
541,384.5,0,0,454.2145,114.788,5.5715,2.627,0,0,5.5715,2.9695,0,0,0,388.8527,380,604.5,319,380.28655,376.5,469,319,4,54.875,219.5,0,0,158.465,0,143.69,0,3,454.2145,158.465,143.69
542,452,1.2855,0.8015,469,78.86,4.286,1.4535,75.643,18.9775,6.5715,1.164,282,80.2415,0,408.4975,384,786,324,387.176,378.5,490,324,8.5,88.0139,734.5,274,0.6325,131,0.5,119.5,0.5,4.5,469,133.5,122
543,270,1.5,1.572,387.8575,144.5985,6.5,2.839,151.0715,115.3545,5.286,2.696,135,125.697,1,613.91325,410.5,3038,155.5,373.69475,371.75,497,155.5,18.5,574.5242,15266.5,2.5,3.357005,88,0,86.5,0,4.5,368.5715,88,86.5
544,530,0.6425,0.5115,538.214,39.3075,8.4285,1.11,45.7145,20.836,5.214,1.8925,1.7855,4.7245,0.5,402.051,386,787.5,292.5,381.057,376,483.5,292.5,8,95,774,0.5,0.5815,109,0,107.5,0,7.5,538.214,109,107.5
545,283,0.5715,1.1415,364.5,84.7245,3.5715,1.528,140,84.226,5.214,3.8085,223.643,101.508,6,407.6184253,395.25,629.5,321,395.1908334,391,496,321,5,91.3,456.5,4,5.073051948,141.585,0,146.085,0.5,4.5,337.214,141.585,148.585
546,502.5,0.643,0.875,460.357,132.1955,7,2.1455,32.857,11.246,5.2855,1.927,41.5,21.379,0,336.7531,314,610,263,330.4667,310,472,263,2,72.5,145,0,0,143.56,0,161.09,0,7.5,449.643,143.56,161.09
547,375,0.9985,0.378,440.8,95.95,6.1645,1.659,58.54,19.85,5.143,2.2545,15,39.7,0.5,432.8875,362.25,1509,277,363.85,356.25,481.5,277,6.5,NA,NA,4,5.065,137,0,133.5,0,4,433.85,137,133.5
548,495,1.143,0.378,488.565,36.407,7.0715,0.95,33.5715,6.0995,7.1425,0.824,28.5715,48.795,0,329.9385,310.5,869.5,258.5,318.13835,310.25,453,258.5,2.5,265.118034,455,2.5,3.2217785,132.905,0,127.51,0,6.5,488.565,132.905,127.51
549,465,0.0715,0.189,495,52.19,7.2855,0.988,81.4285,47.0885,6.4165,1.3785,243.5715,105.56,0,380.28395,349.5,1082.5,274,353.7235,344,492.5,274,7,152.25,1138,1,1.234568,153.5,0,130,0,7,486.4285,153.5,130
550,465,3.1,3.15,285,32,4.05,2.1,43.4,25.75,5.9,1.225,84.5,23.85,2,411.17,390.5,780.5,311,382.315,381,473,311,11,97.55,1134.5,9,11.1,136.5,0,115,0,5,549.7,136.5,115
551,360,1.571,1.134,359.286,78.604,5,2,86.143,81.334,6.429,1.988,62.857,58.797,0,410.42395,381.5,1040.5,300.5,381.3171,371.5,495,300.5,9,161.08335,1206.5,2.5,3.105691,159,0,153,0,3,357.857,159,153
552,472.5,1.5,0.787,501.786,47.9965,7.2145,1.4525,36.4285,30.9955,4.2145,1.964,89.2855,89.22,0,333.3755,318,477.5,268.5,327.355,318,470,268.5,0.5,NA,NA,0,0,154.52,0,162.27,0,7,500,154.52,162.27
553,510,0.571,0.661,444.286,62.877,2.3,1.0105,52.143,33.6625,3.714,2.167,0,0,7,434.89325,366.75,614.5,263,353.4175,336.5,496,263,2.5,291.61905,834.60515,2,1.13421,140.5,1,147,2,5.5,457.143,145.5,157
554,390,0,0,465,68.8345,5.4285,1.504,45.5,15.7885,4.9285,2.4635,0,0,0,375.47655,354.75,805.5,281.5,358.913,349.25,492.5,281.5,6,90.457145,549,0,0,130.5,0,133.5,0,6,465,130.5,133.5
555,532.5,0.6425,0.7715,553.7855,60.294,7.3575,1.796,66.0715,53.0805,3.0715,1.572,0,0,0,334.351943,331,448.5,287,334.351943,331,448.5,287,0,NA,NA,3,3.454958568,139.5,0,125.5,0,3.5,553.7855,139.5,125.5
556,459,3.0715,1.4745,470.2855,78.6775,6.0715,2.007,80.429,30.53,5.357,1.21,62.0715,87.139,2.5,416.2329485,182.0010678,1528.5,292.5,373.4776471,372,488,292.5,5,NA,NA,2,2.540076923,140,0,130,0.5,5.5,464.2145,140,132.5
557,450,0.0715,0.189,462.857,26.07,8.0715,1.3625,62.143,20.613,3.357,1.069,149.6425,93.857,0.5,318.60355,308.5,827,178,312.60925,308.25,440,178,0.5,NA,NA,6,7.829557,126.555,1,122.92,0,6.5,462.857,131.555,122.92
558,407.5,1.9285,0.858,419.5715,70.0475,6.2855,1.725,34.643,8.046,8.2855,0.971,326.357,102.868,0,314.8538,308,456,269.5,314.8538,308,456,269.5,0,NA,NA,0,0,116,0,107.5,0,4.5,415.286,116,107.5
559,370,0.5,0.534,380.286,81.87,6.357,1.6305,70.7145,49.2205,6.2855,1.964,210,110.7875,0,367.4175,352.25,620.5,287.5,360.432,350.25,498.5,287.5,2.5,NA,NA,1,1.163,98.5,0,96,0,7,365.286,98.5,96
560,559,0,0,498.857,54.275,7.714,2.289,38.571,48.107,4.143,2.035,57.143,97.59,0,347.1376463,340,618.5,193.5,340.3180964,338.25,480.5,193.5,2.5,73.125,142.5,0.5,0.64935065,142.515,0.5,149.1,0,8,481.714,145.015,149.1
561,322.5,0,0,406.0715,85.4655,5.4285,1.68,55.7145,41.7165,5.4285,0.9255,0,0,0,372.6613283,329,1041,274,344.7675,327,499.5,274,4.5,244.07,1603.5,1.5,1.821912195,213.675,0,182.905,1,4,406.0715,213.675,187.905
562,390,0.286,0.488,396.4285,65.7265,7.1425,1.326,67.1425,50.1075,6.786,2.085,34,75.515,0,479.4304609,413.5,2281,306.5,394.4937166,391.5,491.5,306.5,17,231.5541667,4994.5,1,1.273937034,148.87,0,134.46,0,6.5,392.1425,148.87,134.46
563,350,0.3575,0.5115,7.857,7.5595,5.714,1.934,65,15.2575,1,0,14.2855,37.7965,0,920.789,442.75,8937.5,304.5,386.534,378,494,304.5,28.5,1098.634,34659,1.5,1.9185,131.42,0,122.385,0,5.5,404.857,131.42,122.385
564,386.5,0,0,395.143,58.0475,6.6425,1.6605,35.357,29.8515,5.5,2.916,305.7145,118.202,3.5,381.6432,360.75,904.5,293.5,363.1257834,356.75,480,293.5,6,114.62857,669,0,0,127.5,0,120.5,0,5.5,395.143,127.5,120.5
565,630,0.857,1.1255,575.7145,51.7165,3.0715,0.689,112.5,85.1455,6.0715,1.429,200,0,7,428.5449,407.25,1148.5,291.5,393.5889,387,496,291.5,12.5,119.8421,1445,1,1.28,136.5,0,190,0.5,5,561.4285,136.5,192.5
566,367.5,0.2855,0.2675,337.5,37.249,3.6385,1.8375,19.0695,12.369,8.9955,1.3015,53.5715,31.717,0.5,477.41205,437.75,1978.5,280.5,409.41105,414.5,497.5,280.5,18.5,210.58695,3750,1,1.2429115,148.755,0,153.985,1,4,461.78,148.755,158.985
567,330,2.5715,1.2415,387.8575,51.055,4.286,1.4285,129.643,43.0995,4.714,1.8875,0,0,0,405.2117647,389.5,877,296.5,380.604914,329,494.5,296.5,10,65.52941175,1058,1,1.176470588,128.5,0,117,0,6,387.8575,128.5,117
568,450,0.857,1.1825,32.143,36.958,6.5,1.814,75,55.869,4.6425,2.142,96.571,54.534,0,387.422,359.25,792.5,287,364.3845,355,483,287,7.5,110.741,827,0.5,0.6095,101.5,0.5,92.5,0.5,6,394.286,104,95
569,399.5,3.214,1.2775,465.9285,90.441,6.214,1.2435,52.857,17.0785,6.857,0.4755,79.5,10.0625,6.5,412.0490507,361.5,1400,292,366.0176293,353,489,292,9.5,247.9761905,2337.5,1,1.29080613,127.79,0,118.94,0,6,456.643,127.79,118.94
570,300,0.5,0.787,482.857,150.6885,7.5,2.67,0.571,0.5285,2.214,1.7735,0,0,1.5,385.9794872,171.251217,1085.5,298,372.3264491,362,493,298,1.5,445.25,882,1.5,1.923076923,123.5,0,130,0,4,482.857,123.5,130
571,440,0.9285,1.2885,431.7855,85.035,5.286,2.173,59.286,48.3315,5.286,2.776,0,0,0,466.6253321,311.5,6121.5,271,314.3783301,311.25,388.5,271,1.5,NA,NA,0.5,0.632911393,139.205,0,130.175,0,3,424.6425,139.205,130.175
572,390,0.0715,0.189,480.857,56.206,5.5715,1.115,57.143,44.744,3.571,0.787,0,0,0,340.3032,0.0029445,659.5,270,337.291,331.5,469,270,0.5,NA,NA,0,0,125.855,0,111.045,0,4,480.857,125.855,111.045
573,476,0.7855,0.433,474.5,31.686,7,0.9345,83.5,48.815,7.7145,1.0655,0,0,0,346.4923969,333.75,582.5,269,339.7466731,330.5,446,269,2.5,NA,NA,1,1.227040048,115,0,106,0,7.5,474.5,115,106
574,412.5,0.3575,0.6375,409.2855,58.538,3.8595,1.576,85.7145,28.7785,3.5715,1.197,110.3555,78.67,0,341.695,324,618.5,262.5,333.8985,323.25,478.5,262.5,2.5,82.6665,200.5,2,2.508,126.5,0,126,0.5,2.5,409.287,126.5,128.5
575,480,0.571,0.787,521.4285,82.4985,6.714,2.011,48.5715,28.048,5.1425,1.804,0,0,0,406.1756656,394.5,666,301.5,394.5501713,392.5,492.5,301.5,5.5,65.75,432.5,0,0,149.5,0,147.5,0,5.5,492.857,149.5,147.5
576,450,1.0715,0.8205,469.2855,36.5965,5.714,1.1485,24.643,23.9395,6.714,0.622,72.857,87.603,2.5,369.87545,349.75,676.5,274.5,358.81885,347.5,479.5,274.5,4.5,66.275,285,0.5,0.625,154.53,0,144.61,0,4.5,469.2855,154.53,144.61
577,330,0.286,0.488,480,145.6585,7.5715,1.236,6.9285,8.8065,5.7855,0.896,4.9285,13.04,0,508.1573052,393.5,3485.5,325,389.0958145,383,487.5,325.5,12,677.875,8134.5,0.5,0.625,152,0,146.5,0,5.5,475.7145,152,146.5
578,464,6.3575,6.8865,494.0715,46.533,4.7855,1.7315,51.071,12.513,5.7145,1.9215,246.714,116.9215,0,403.0893,377,1376,198.5,374.87735,372.5,492.5,198.5,7.5,201.335,1413,0,0,125.5,0,125,0,4,494.0715,125.5,125
579,465,0.7145,1.176,484.286,59.241,4.643,1.785,34.286,51.7105,6.143,2.17,5,13.2285,0.5,351.639923,327.75,651.5,279,339.9209009,324.5,490.5,279,4.5,89.21428572,244.5,1,1.315789474,116,0,101,0,5,484.286,116,101
580,584.5,1.142,0.863,544.714,158.542,6.643,1.807,85.714,56.22,7.8575,2.427,156.429,189.8275,0,349.1373643,341.5,737,270.5,341.0841829,340.75,458,270.5,1.5,NA,NA,1,1.219693589,93.5,0,114,0,5.5,544.714,93.5,114
581,420,0.2145,0.433,466.2855,86.89,6.643,1.3935,51.0715,28.7805,6.4285,1.6045,112.143,88.135,1.5,357.3027161,348,586.5,289.5,352.2260257,347,475.5,289.5,2,46.66666667,127,2.5,3.094135803,121,0,116.5,0,4,457.7145,121,116.5
582,502.5,0.5715,0.6455,478.2145,63.491,7.3575,1.4265,31.071,16.3805,7,1.941,105.9285,48.795,2,349.13405,340.5,514.5,289,344.82919,337.5,475,290.5,2.118034,NA,NA,1,1.2048191,111.5,0,104,0,5.5,478.2145,111.5,104
583,450,0.7145,0.809,563.9285,64.2155,7.786,0.622,35.7145,18.446,5.357,1.455,183.2145,59.739,0,446.1296469,409.5,2357,304.5,403.2725667,400.5,488,304.5,8,276.3,2689,1,1.234567951,104,0,97.5,0,6,563.9285,104,97.5
584,385,3.7855,1.9215,411.143,22.121,5.3575,1.1925,40,31.826,3.643,0.94,6.386,13.6825,0,383.29585,365,1016.5,293.5,369.91845,362.25,476.5,293.5,3.5,196.5,690,0,0,119,0,110.5,0,5,395.429,119,110.5
585,475,1.8575,1.236,469,56.639,7.3575,1.369,11.4285,23.8055,1.5715,0.7715,75,113.954,0,382.9100104,356.5,1154,298,358.7368056,353.25,491,298,6,142.1111111,1131,1,1.204819277,105.26,0,107.735,0,7,459.7145,105.26,107.735
586,425,1.3465,1.1945,448.5645,100.5905,4.95,2.4075,45,0,7.1,1.3155,200,50,1.5,354.36,341.5,651.5,268,347.425,339.5,474.5,268,2.5,80.585,184,0,0,162.5,0,159.5,0,6,442.15,162.5,159.5
587,390,0.7145,1.039,398.4285,0,4.643,2.8125,26.4285,33.76,5.643,1.833,231.7855,161.96,0,394.8010493,381,760.5,279,375.8729441,372.5,489.5,279,7.5,97.16666669,627.5,3,3.897401733,140.5,0,129.5,0,5.5,393.2855,140.5,129.5
588,360,0,0,305.357,190.996,6.8285,0.69,47.0715,4.84,7.143,0.489,270,102.235,3.5,205,198,422.5,152,367,360.25,492,288,6.5,203.5,610,3.5,4.74,63.285,0,55.28,0,6,383.357,63.285,55.28
589,387.5,0.5715,0.7665,468.9285,58.516,6.7855,1.091,110,40.6885,5.4285,1.3875,30,79.3725,0,325.9886457,321,482,260.5,324.6941177,321,414.5,260.5,0.5,NA,NA,0.5,0.581395349,115.565,0,101.205,0,7.5,468.9285,115.565,101.205
590,393.5,0.7145,0.7455,452.655,53.9035,6.393,1.081,12.857,15.35,6.997,1.1655,153.143,62.0585,0,374.9583591,364.5,637,299.5,368.04875,362.75,490.5,299.5,2.5,98.333335,222.5,1.5,1.901110799,126.635,0,120.5,0.5,5.5,448.488,126.635,123
591,510,0.7145,1.165,444.6425,95.9505,4.857,1.845,42.857,17.126,6.4285,1.734,140.727,131.2545,1.5,350.21935,342.25,726,290,345.76285,342,472.5,290,1,226,226,0,0,142,0,137.5,0,3,444.6425,142,137.5
592,225,0.286,0.756,436.4285,116.8385,2.5,1.791,30.786,18.5885,3.5715,2.418,41.4285,70.753,3.5,357.6593429,343,744.5,263.5,346.1059235,341.25,472.5,263.5,3,160.6666667,482,0.5,0.633,131,0,137.5,0,2,327.5,131,137.5
593,470,0.2855,0.3935,504.6425,77.1875,5.4285,2.9975,58.9285,60.1065,6.2855,1.4545,137.5,73.2445,1.5,314.54805,308.75,431,264,314.54805,308.75,431,264,0,NA,NA,2,2.4390245,148,0,118,0,4,491.7855,148,118
594,517.5,0.0715,0.189,523.5705,190.706,4.643,2.0655,35.357,9.018,4.7855,2.368,376.7855,204.4065,0.5,387.073,352.75,1602,290.5,356.4108,350,475.5,290.5,5,350.45835,1718,3,3.814,147.215,2,142.83,0,6,523.5705,157.215,142.83
595,400,0.643,0.4565,97.143,70.4585,6.5715,0.972,31.429,13.2205,4.143,1.594,0,0,0,394.077381,358.75,939.5,300.5,361.0767,347.25,486,300.5,10.5,122.2361,1263,0,0,152,0,144,0,5.5,392.857,152,144
596,470,0.143,0.378,485.7145,38.0835,8.357,1.5065,25.714,11.0765,2.2145,1.7475,69,49.6505,0,381.265564,362.75,855,288,367.370807,360.5,478.5,288,4,157.625,630.5,1,1.197647735,123.88,0,127.3,0.5,5,487.857,123.88,129.8
597,540,0.429,0.535,544.2855,56.992,9.6425,0.6375,48.571,14.639,5.857,0.9785,0,0,0,367.85985,350,889,275.5,354.04585,348,475.5,275.5,3,NA,NA,1,1.2591065,122.825,0,110.48,0,10,544.2855,122.825,110.48
598,432,1.5715,1.255,492.5,53.401,7.9285,1.2415,45.7855,28.383,7.429,1.445,144.2855,49.7015,3.5,427.20485,378,1352,276.5,372.15745,368,473,276.5,8.5,NA,NA,1,1.265823,122.5,0.5,123.5,0,6,492.5,125,123.5
599,487.5,0.286,0.756,210.246,42.286,5.5715,2.101,0.2855,0.366,6.0715,2.91,195,72.457,2,418.4601056,386.25,938,290,382.8801126,378.75,493,290,8,200.6794872,1990.5,2,2.45852187,123.5,0,117,0,4.5,488.9285,123.5,117
600,517.5,1.4285,1.557,537.8575,66.9475,6.786,2.2825,72.143,26.5435,2.714,2.348,54.4285,61.408,2.5,399.49595,385,779.5,294,380.5287,379.5,486,294,8,91.857145,713,0.5,0.617284,129.5,0,112.5,0,7,504.9995,129.5,112.5
601,570,0.357,0.5825,520.715,55.05,8.57,0.8345,5.355,7.11,5.145,1.743,30,53.4565,0,367.8585366,350,889,275.5,354.0585366,348,475.5,275.5,3,NA,NA,1,1.259756098,115,0,120,0,6,519.28,115,120
602,435,0.5,0.408,499.2855,126.8185,5.357,1.92,47.143,29.9975,6.7855,1.0505,0,0,0,341.9195,329.25,606.5,267.5,336.5674,328.25,477,267.5,1.5,NA,NA,0.5,0.61,132.5,0,121,0.5,3,488.5715,132.5,123.5
